display_name,timestamp,value,unit,motion_context,source_name,hk_type
HRV SDNN,2026-07-07 19:06:24+09:00,49.6738,ms,,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRateVariabilitySDNN
HRV SDNN,2026-07-07 21:05:53+09:00,34.4416,ms,,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRateVariabilitySDNN
HRV SDNN,2026-07-07 23:11:31+09:00,60.608,ms,,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRateVariabilitySDNN
HRV SDNN,2026-07-08 02:23:42+09:00,46.665,ms,,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRateVariabilitySDNN
HRV SDNN,2026-07-08 03:05:53+09:00,30.5028,ms,,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRateVariabilitySDNN
HRV SDNN,2026-07-09 10:23:45+09:00,50.9198,ms,,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRateVariabilitySDNN
HRV SDNN,2026-07-09 11:07:24+09:00,39.1745,ms,,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRateVariabilitySDNN
HRV SDNN,2026-07-09 13:13:25+09:00,27.7859,ms,,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRateVariabilitySDNN
HRV SDNN,2026-07-09 17:30:59+09:00,71.4513,ms,,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRateVariabilitySDNN
HRV SDNN,2026-07-09 19:09:13+09:00,32.9104,ms,,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRateVariabilitySDNN
HRV SDNN,2026-07-09 21:05:53+09:00,44.4711,ms,,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRateVariabilitySDNN
HRV SDNN,2026-07-10 18:54:28+09:00,18.3703,ms,,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRateVariabilitySDNN
HRV SDNN,2026-07-10 20:53:00+09:00,16.8229,ms,,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRateVariabilitySDNN
HRV SDNN,2026-07-12 10:22:59+09:00,35.0016,ms,,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRateVariabilitySDNN
HRV SDNN,2026-07-12 11:26:57+09:00,25.1247,ms,,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRateVariabilitySDNN
HRV SDNN,2026-07-12 13:02:32+09:00,45.766,ms,,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRateVariabilitySDNN
HRV SDNN,2026-07-12 14:53:22+09:00,49.7984,ms,,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRateVariabilitySDNN
HRV SDNN,2026-07-13 11:14:50+09:00,19.6487,ms,,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRateVariabilitySDNN
HRV SDNN,2026-07-13 13:16:38+09:00,11.6738,ms,,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRateVariabilitySDNN
HRV SDNN,2026-07-13 16:54:35+09:00,25.698,ms,,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRateVariabilitySDNN
HRV SDNN,2026-07-13 19:05:55+09:00,32.8387,ms,,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRateVariabilitySDNN
HRV SDNN,2026-07-13 20:52:32+09:00,60.4223,ms,,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRateVariabilitySDNN
HRV SDNN,2026-07-14 13:35:47+09:00,37.3653,ms,,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRateVariabilitySDNN
HRV SDNN,2026-07-15 11:13:29+09:00,28.8078,ms,,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRateVariabilitySDNN
HRV SDNN,2026-07-15 12:29:01+09:00,37.3924,ms,,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRateVariabilitySDNN
HRV SDNN,2026-07-15 15:28:28+09:00,47.48,ms,,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRateVariabilitySDNN
HRV SDNN,2026-07-15 16:30:06+09:00,20.828,ms,,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRateVariabilitySDNN
HRV SDNN,2026-07-15 21:23:50+09:00,14.4175,ms,,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRateVariabilitySDNN
HRV SDNN,2026-07-15 22:14:17+09:00,23.0856,ms,,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRateVariabilitySDNN
HRV SDNN,2026-07-16 14:02:05+09:00,21.0287,ms,,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRateVariabilitySDNN
HRV SDNN,2026-07-16 14:29:58+09:00,20.2335,ms,,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRateVariabilitySDNN
HRV SDNN,2026-07-16 16:20:09+09:00,27.4524,ms,,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRateVariabilitySDNN
HRV SDNN,2026-07-16 18:18:17+09:00,31.6439,ms,,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRateVariabilitySDNN
HRV SDNN,2026-07-16 20:13:37+09:00,43.7178,ms,,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRateVariabilitySDNN
HRV SDNN,2026-07-16 22:22:29+09:00,33.7694,ms,,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRateVariabilitySDNN
HRV SDNN,2026-07-17 00:19:43+09:00,51.9561,ms,,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRateVariabilitySDNN
HRV SDNN,2026-07-17 17:37:32+09:00,34.1503,ms,,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRateVariabilitySDNN
HRV SDNN,2026-07-17 18:13:40+09:00,18.0956,ms,,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRateVariabilitySDNN
HRV SDNN,2026-07-17 20:33:01+09:00,34.9758,ms,,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRateVariabilitySDNN
HRV SDNN,2026-07-18 14:54:34+09:00,31.8919,ms,,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRateVariabilitySDNN
HRV SDNN,2026-07-18 16:14:31+09:00,68.6322,ms,,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRateVariabilitySDNN
HRV SDNN,2026-07-18 18:53:11+09:00,17.6489,ms,,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRateVariabilitySDNN
HRV SDNN,2026-07-18 21:07:09+09:00,26.3854,ms,,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRateVariabilitySDNN
HRV SDNN,2026-07-18 22:35:02+09:00,34.2349,ms,,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRateVariabilitySDNN
HRV SDNN,2026-07-19 00:42:41+09:00,44.2484,ms,,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRateVariabilitySDNN
HRV SDNN,2026-07-21 10:41:46+09:00,12.2335,ms,,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRateVariabilitySDNN
HRV SDNN,2026-07-21 12:13:36+09:00,19.9858,ms,,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRateVariabilitySDNN
HRV SDNN,2026-07-21 14:59:47+09:00,19.2298,ms,,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRateVariabilitySDNN
HRV SDNN,2026-07-21 16:32:21+09:00,26.4816,ms,,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRateVariabilitySDNN
HRV SDNN,2026-07-21 18:14:50+09:00,70.8958,ms,,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRateVariabilitySDNN
HRV SDNN,2026-07-21 20:15:25+09:00,24.4688,ms,,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRateVariabilitySDNN
HRV SDNN,2026-07-21 22:19:02+09:00,26.344,ms,,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRateVariabilitySDNN
HRV SDNN,2026-07-22 00:25:29+09:00,25.1089,ms,,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRateVariabilitySDNN
HRV SDNN,2026-07-22 02:14:26+09:00,41.3201,ms,,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRateVariabilitySDNN
HRV SDNN,2026-07-22 04:13:35+09:00,33.0217,ms,,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRateVariabilitySDNN
HRV SDNN,2026-07-22 06:13:36+09:00,44.2659,ms,,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRateVariabilitySDNN
HRV SDNN,2026-07-22 08:13:36+09:00,41.4063,ms,,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRateVariabilitySDNN
HRV SDNN,2026-07-22 10:21:09+09:00,32.6098,ms,,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRateVariabilitySDNN
HRV SDNN,2026-07-22 14:43:09+09:00,27.6138,ms,,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRateVariabilitySDNN
HRV SDNN,2026-07-22 20:02:03+09:00,42.0454,ms,,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRateVariabilitySDNN
HRV SDNN,2026-07-22 21:49:54+09:00,65.9046,ms,,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRateVariabilitySDNN
HRV SDNN,2026-07-22 23:58:31+09:00,31.4529,ms,,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRateVariabilitySDNN
HRV SDNN,2026-07-23 01:50:27+09:00,27.3452,ms,,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRateVariabilitySDNN
HRV SDNN,2026-07-23 10:44:09+09:00,18.229,ms,,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRateVariabilitySDNN
HRV SDNN,2026-07-23 12:43:33+09:00,30.0005,ms,,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRateVariabilitySDNN
HRV SDNN,2026-07-23 13:51:17+09:00,18.664,ms,,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRateVariabilitySDNN
HRV SDNN,2026-07-23 15:50:06+09:00,39.8515,ms,,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRateVariabilitySDNN
HRV SDNN,2026-07-23 17:49:06+09:00,16.0594,ms,,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRateVariabilitySDNN
HRV SDNN,2026-07-23 20:09:20+09:00,39.3943,ms,,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRateVariabilitySDNN
HRV SDNN,2026-07-23 22:36:09+09:00,21.0542,ms,,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRateVariabilitySDNN
HRV SDNN,2026-07-23 23:50:05+09:00,23.5153,ms,,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRateVariabilitySDNN
HRV SDNN,2026-07-24 16:55:56+09:00,23.223,ms,,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRateVariabilitySDNN
HRV SDNN,2026-07-24 17:52:38+09:00,49.6486,ms,,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRateVariabilitySDNN
HRV SDNN,2026-07-24 20:33:56+09:00,19.2459,ms,,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRateVariabilitySDNN
HRV SDNN,2026-07-24 23:08:24+09:00,30.4604,ms,,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRateVariabilitySDNN
HRV SDNN,2026-07-24 23:38:55+09:00,35.6072,ms,,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRateVariabilitySDNN
HRV SDNN,2026-07-25 12:58:39+09:00,43.1189,ms,,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRateVariabilitySDNN
HRV SDNN,2026-07-25 13:38:14+09:00,12.2679,ms,,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRateVariabilitySDNN
HRV SDNN,2026-07-25 15:41:04+09:00,61.0867,ms,,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRateVariabilitySDNN
HRV SDNN,2026-07-25 17:40:31+09:00,34.5421,ms,,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRateVariabilitySDNN
HRV SDNN,2026-07-25 19:57:26+09:00,23.7204,ms,,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRateVariabilitySDNN
HRV SDNN,2026-07-25 23:28:49+09:00,15.9348,ms,,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRateVariabilitySDNN
HRV SDNN,2026-07-25 23:37:56+09:00,20.5268,ms,,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRateVariabilitySDNN
HRV SDNN,2026-07-26 18:51:42+09:00,15.0208,ms,,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRateVariabilitySDNN
HRV SDNN,2026-07-26 19:46:09+09:00,40.3409,ms,,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRateVariabilitySDNN
HRV SDNN,2026-07-26 21:39:16+09:00,27.8817,ms,,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRateVariabilitySDNN
HRV SDNN,2026-07-27 11:05:35+09:00,12.2853,ms,,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRateVariabilitySDNN
HRV SDNN,2026-07-27 11:45:12+09:00,22.484,ms,,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRateVariabilitySDNN
HRV SDNN,2026-07-27 13:41:49+09:00,10.0382,ms,,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRateVariabilitySDNN
HRV SDNN,2026-07-27 15:43:36+09:00,25.9718,ms,,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRateVariabilitySDNN
HRV SDNN,2026-07-27 17:45:04+09:00,12.4457,ms,,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRateVariabilitySDNN
HRV SDNN,2026-07-27 19:44:39+09:00,29.4537,ms,,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRateVariabilitySDNN
HRV SDNN,2026-07-28 09:40:27+09:00,51.5853,ms,,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRateVariabilitySDNN
HRV SDNN,2026-07-28 11:59:22+09:00,89.4216,ms,,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRateVariabilitySDNN
HRV SDNN,2026-07-28 13:38:11+09:00,22.6663,ms,,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRateVariabilitySDNN
HRV SDNN,2026-07-28 15:39:18+09:00,11.671,ms,,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRateVariabilitySDNN
HRV SDNN,2026-07-29 11:32:54+09:00,16.4198,ms,,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRateVariabilitySDNN
HRV SDNN,2026-07-29 12:39:53+09:00,23.4956,ms,,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRateVariabilitySDNN
HRV SDNN,2026-07-29 15:06:40+09:00,21.2164,ms,,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRateVariabilitySDNN
HRV SDNN,2026-07-29 18:38:58+09:00,34.6896,ms,,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRateVariabilitySDNN
HRV SDNN,2026-07-29 20:52:45+09:00,21.5189,ms,,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRateVariabilitySDNN
HRV SDNN,2026-07-29 22:37:38+09:00,13.3201,ms,,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRateVariabilitySDNN
HRV SDNN,2026-07-30 13:21:00+09:00,43.6867,ms,,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRateVariabilitySDNN
HRV SDNN,2026-07-30 14:42:09+09:00,14.4363,ms,,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRateVariabilitySDNN
HRV SDNN,2026-07-30 17:03:35+09:00,10.9559,ms,,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRateVariabilitySDNN
Heart rate,2026-07-01 19:24:43+09:00,97.0,count/min,1,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRate
Heart rate,2026-07-01 19:30:21+09:00,98.0,count/min,1,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRate
Heart rate,2026-07-01 19:30:41+09:00,99.0,count/min,0,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRate
Heart rate,2026-07-01 19:30:46+09:00,98.0,count/min,0,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRate
Heart rate,2026-07-01 19:30:57+09:00,104.0,count/min,0,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRate
Heart rate,2026-07-01 19:31:02+09:00,106.0,count/min,0,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRate
Heart rate,2026-07-01 19:31:07+09:00,107.0,count/min,0,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRate
Heart rate,2026-07-01 19:31:11+09:00,106.0,count/min,0,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRate
Heart rate,2026-07-01 19:31:13+09:00,106.0,count/min,0,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRate
Heart rate,2026-07-01 19:31:19+09:00,104.0,count/min,0,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRate
Heart rate,2026-07-01 19:31:27+09:00,109.0,count/min,0,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRate
Heart rate,2026-07-01 19:31:30+09:00,107.0,count/min,0,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRate
Heart rate,2026-07-01 19:31:34+09:00,108.0,count/min,0,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRate
Heart rate,2026-07-01 19:31:39+09:00,105.0,count/min,0,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRate
Heart rate,2026-07-01 19:32:17+09:00,106.0,count/min,0,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRate
Heart rate,2026-07-01 19:32:22+09:00,109.0,count/min,0,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRate
Heart rate,2026-07-01 19:32:27+09:00,110.0,count/min,0,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRate
Heart rate,2026-07-01 19:32:30+09:00,110.0,count/min,0,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRate
Heart rate,2026-07-01 19:32:37+09:00,107.0,count/min,0,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRate
Heart rate,2026-07-01 19:32:38+09:00,107.0,count/min,0,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRate
Heart rate,2026-07-01 19:32:47+09:00,108.0,count/min,0,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRate
Heart rate,2026-07-01 19:32:52+09:00,109.0,count/min,0,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRate
Heart rate,2026-07-01 19:34:20+09:00,98.0,count/min,0,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRate
Heart rate,2026-07-01 19:34:25+09:00,104.0,count/min,0,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRate
Heart rate,2026-07-01 19:34:29+09:00,108.0,count/min,0,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRate
Heart rate,2026-07-01 19:34:35+09:00,111.0,count/min,0,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRate
Heart rate,2026-07-01 19:34:38+09:00,109.0,count/min,0,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRate
Heart rate,2026-07-01 19:34:41+09:00,110.0,count/min,0,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRate
Heart rate,2026-07-01 19:34:46+09:00,111.0,count/min,0,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRate
Heart rate,2026-07-01 19:34:55+09:00,116.0,count/min,0,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRate
Heart rate,2026-07-01 19:36:27+09:00,109.0,count/min,1,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRate
Heart rate,2026-07-01 19:36:51+09:00,114.0,count/min,0,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRate
Heart rate,2026-07-01 19:36:54+09:00,114.0,count/min,0,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRate
Heart rate,2026-07-01 19:37:01+09:00,102.0,count/min,0,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRate
Heart rate,2026-07-01 19:37:06+09:00,97.0,count/min,0,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRate
Heart rate,2026-07-01 19:37:09+09:00,96.0,count/min,0,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRate
Heart rate,2026-07-01 19:37:12+09:00,98.0,count/min,0,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRate
Heart rate,2026-07-01 19:37:17+09:00,101.0,count/min,0,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRate
Heart rate,2026-07-01 19:37:26+09:00,109.0,count/min,0,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRate
Heart rate,2026-07-01 19:37:54+09:00,106.0,count/min,0,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRate
Heart rate,2026-07-01 19:37:56+09:00,104.0,count/min,0,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRate
Heart rate,2026-07-01 19:40:48+09:00,105.0,count/min,1,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRate
Heart rate,2026-07-01 19:42:56+09:00,100.0,count/min,1,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRate
Heart rate,2026-07-01 19:45:23+09:00,99.0,count/min,0,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRate
Heart rate,2026-07-01 19:45:27+09:00,98.0,count/min,0,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRate
Heart rate,2026-07-01 19:45:33+09:00,103.0,count/min,0,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRate
Heart rate,2026-07-01 19:45:34+09:00,103.0,count/min,0,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRate
Heart rate,2026-07-01 19:45:42+09:00,102.0,count/min,0,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRate
Heart rate,2026-07-01 19:47:34+09:00,100.0,count/min,1,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRate
Heart rate,2026-07-01 19:56:03+09:00,107.0,count/min,1,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRate
Heart rate,2026-07-01 19:56:24+09:00,111.463,count/min,0,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRate
Heart rate,2026-07-01 20:00:45+09:00,106.0,count/min,1,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRate
Heart rate,2026-07-01 20:06:50+09:00,92.0,count/min,1,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRate
Heart rate,2026-07-01 20:11:34+09:00,97.0,count/min,1,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRate
Heart rate,2026-07-01 20:14:22+09:00,99.0,count/min,1,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRate
Heart rate,2026-07-01 20:17:21+09:00,99.0,count/min,1,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRate
Heart rate,2026-07-01 20:24:57+09:00,99.0,count/min,1,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRate
Heart rate,2026-07-01 20:28:20+09:00,98.0,count/min,1,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRate
Heart rate,2026-07-01 20:32:38+09:00,90.0,count/min,1,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRate
Heart rate,2026-07-01 21:42:10+09:00,87.0,count/min,1,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRate
Heart rate,2026-07-01 21:43:12+09:00,85.0,count/min,1,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRate
Heart rate,2026-07-01 21:48:16+09:00,84.0,count/min,1,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRate
Heart rate,2026-07-01 21:57:06+09:00,84.0,count/min,1,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRate
Heart rate,2026-07-01 21:58:13+09:00,78.0,count/min,1,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRate
Heart rate,2026-07-01 22:02:38+09:00,84.0,count/min,1,김하은의 Apple Watch,HKQuantityTypeIdentifierHeartRate
